Variant,vscore
Jeanneau Sun Odyssey 519,226030.51268048587
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 479,158952.96639113533
Jeanneau Sun Odyssey 519,226030.51268048587
Maxi 1200,185085.63883063017
Moody 54,636499.6167589673
Nautor Swan ClubSwan 50,841184.4570640754
Nautor Swan 54,1093688.4954539384
Vismara V50 Mills,521605.54883196886
Wauquiez Pilot Saloon 48,451643.41292929376
X-Yachts Xp 44,398045.88246322016
X-Yachts XP50,535120.1038861566
Alubat Ovni 395,261722.23769259857
Azuree 46,298687.73245619313
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46S,186524.6315706001
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser Style,203149.7545520166
Bavaria 56 Cruiser,248507.72251595734
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 38.1,112540.93763002548
Beneteau Oceanis 41,142882.3653914601
Beneteau 41.1,97508.37207028166
Beneteau Oceanis 41.1,123864.8062467967
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 48,189137.96521818318
Boreal 47,447539.62250352354
B-Yachts Brenta B42,340190.4820963962
Catalina 425,196043.63939453466
Contest 42CS,466212.6198248232
Dehler 46,265439.7682418462
Dufour 460 GL,167847.07044432292
Dufour 460 Performance,136000.76271444856
Dufour 460 GL,167847.07044432292
Dufour 460 GL,167847.07044432292
Dufour 460,158667.53044117795
Dufour 460 GL,167847.07044432292
Dufour 512 GL,256180.04892197976
Elan Impression 40,136814.73339339142
Elan 40 Impression,96918.6254603684
Elan 40 E5,128549.23733517631
Elan 45 Impression,116017.72853372255
Elan Impression 45,145528.5803329957
Elan 45 Impression,116017.72853372255
Elan Impression 45,145528.5803329957
Elan Impression 50,162730.1630493816
Elan 50,171679.3575898778
Elan 50 Impression,163262.6153114431
Elan Impression 50,162730.1630493816
Elan 50 Impression,163262.6153114431
Elan Impression 50,162730.1630493816
Grand Soleil 43 Maletto,230573.45907989208
Hallberg-Rassy 44,449922.01949273696
Hanse 415,132923.65962418134
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 505,224462.18733872348
Hanse 505,224462.18733872348
Hanse 505,224462.18733872348
Hanse 588,449746.5137584219
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 449,136682.92684394948
Jeanneau Sun Odyssey 449,136682.92684394948
Jeanneau Sun Odyssey 449,136682.92684394948
Jeanneau Sun Odyssey 479,158952.96639113533
Jeanneau Sun Odyssey 479,158952.96639113533
Jeanneau 51,269896.6977014403
Jeanneau Sun Odyssey 519,226030.51268048587
Jeanneau Sun Odyssey 519,226030.51268048587
Jeanneau 51,269896.6977014403
Jeanneau Sun Odyssey 519,226030.51268048587
Jeanneau 51,269896.6977014403
Jeanneau Sun Odyssey 519,226030.51268048587
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 519,226030.51268048587
Najad 505,474052.81323954446
Nautor Swan 50,816457.6549199587
Oyster 475,564139.3400284245
Solaris 50,551864.7119778951
Tartan 4300,346323.8664052155
Wauquiez Pilot Saloon 48,451643.41292929376
Wauquiez Pilot Saloon 48,451643.41292929376
X-Yachts XP50,535120.1038861566
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 45 Cruiser,133096.03699267973
Bavaria C45 Holiday,172706.14252745875
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria 51 Cruiser,165457.53016632478
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 38.1,112540.93763002548
Beneteau Oceanis 41.1,123864.8062467967
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41.1,123864.8062467967
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41.1,123864.8062467967
Beneteau Oceanis 41.1,123864.8062467967
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 51.1,233793.28020923855
Beneteau Oceanis 51.1,233793.28020923855
Beneteau Sense 51,380500.8624187092
Beneteau Oceanis 55.1,377659.0245717852
Beneteau Oceanis 48,189137.96521818318
Catalina 445,225037.534714783
Dehler 42,184680.21161525126
Dehler 46,265439.7682418462
Dehler 46,265439.7682418462
Discovery 55,929819.0605864064
Dufour 412,126823.01739386248
Dufour 412,126823.01739386248
Dufour 460 GL,167847.07044432292
Dufour 460 GL,167847.07044432292
Dufour 460 GL,167847.07044432292
Dufour 520,239222.20470175258
Dufour 520 GL,254192.88533617873
Dufour 520 GL Owner Version,278545.08665138285
Dufour 520,239222.20470175258
Dufour 520,239222.20470175258
Dufour 520 GL,254192.88533617873
Dufour 520,239222.20470175258
Elan 40 Impression,96918.6254603684
Elan GT5,197147.9889261444
Elan Impression 45,145528.5803329957
Elan Impression 45,145528.5803329957
Elan 50 Impression,163262.6153114431
Hanse 415,132923.65962418134
Hanse 418,133924.20850419824
Hanse 418,133924.20850419824
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 548,321547.87092264916
Hanse 548,321547.87092264916
J Boats J 122,232390.75295789418
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 440,176593.72838404542
Jeanneau Sun Odyssey 440,176593.72838404542
Jeanneau Sun Odyssey 440,176593.72838404542
Jeanneau Sun Odyssey 440,176593.72838404542
Jeanneau Sun Odyssey 449,136682.92684394948
Jeanneau Sun Odyssey 449,136682.92684394948
Jeanneau Sun Odyssey 479,158952.96639113533
Jeanneau Sun Odyssey 519,226030.51268048587
Jeanneau Sun Odyssey 519,226030.51268048587
Jeanneau Sun Odyssey 519,226030.51268048587
Jeanneau Sun Odyssey 519,226030.51268048587
Jeanneau 51,269896.6977014403
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Salona S380,139546.91426169698
Salona 44,192830.57819545956
Tartan 4300,346323.8664052155
Wauquiez Pilot Saloon 42,338223.37552689953
X-Yachts X 4.3,225481.86364099712
Bavaria 41 Cruiser,121741.25539569149
Bavaria 45 Cruiser,133096.03699267973
Bavaria C45 Holiday,172706.14252745875
Bavaria C45 Holiday,172706.14252745875
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria 51 Cruiser,165457.53016632478
Beneteau Oceanis 38.1,112540.93763002548
Beneteau Oceanis 38.1,112540.93763002548
Beneteau Oceanis 38.1,112540.93763002548
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 46.1,205735.88437217352
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46.1,205735.88437217352
Beneteau Oceanis 46.1,205735.88437217352
Beneteau Oceanis 46.1,205735.88437217352
Beneteau Oceanis 51.1,233793.28020923855
Beneteau Oceanis 51.1,233793.28020923855
Beneteau Oceanis 51.1,233793.28020923855
Beneteau Oceanis 51.1,233793.28020923855
Beneteau Oceanis 55.1,377659.0245717852
Beneteau Oceanis 55.1,377659.0245717852
Dehler 46,265439.7682418462
Dufour 390,109895.9810696702
Dufour 390,109895.9810696702
Dufour 412 GL,119494.48668316647
Dufour 412,126823.01739386248
Dufour 412 GL,119494.48668316647
Dufour 430 GL,143206.47427504003
Dufour 430 GL,143206.47427504003
Dufour 430 GL,143206.47427504003
Dufour 430,139313.78136127332
Dufour 430 GL,143206.47427504003
Dufour 460,158667.53044117795
Dufour 460 GL,167847.07044432292
Dufour 460,158667.53044117795
Dufour 460 GL,167847.07044432292
Dufour 520,239222.20470175258
Dufour 520 GL,254192.88533617873
Elan 40 Impression,96918.6254603684
Elan 40 Impression,96918.6254603684
Elan 50,171679.3575898778
Hanse 388,93720.21810264044
Hanse 418,133924.20850419824
Hanse 508,175472.24314678353
Hanse 508,175472.24314678353
Hanse 548,321547.87092264916
Hanse 548,321547.87092264916
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 410,129815.33956552806
Jeanneau Sun Odyssey 440,176593.72838404542
Jeanneau Sun Odyssey 440,176593.72838404542
Jeanneau Sun Odyssey 440,176593.72838404542
Jeanneau Sun Odyssey 440,176593.72838404542
Jeanneau Sun Odyssey 490,173985.7005133824
Jeanneau Sun Odyssey 490,173985.7005133824
Jeanneau Sun Odyssey 490,173985.7005133824
Jeanneau Sun Odyssey 490,173985.7005133824
Jeanneau Sun Odyssey 49 Owners Version,204229.56451718183
RM Yachts RM 12.70,212108.23361971977
RM Yachts RM 1270,212136.90619374646
Southerly 48,621633.9165669472
X-Yachts X4,284960.0310262196
X-Yachts X4.6,297624.96763356513
